"","Represented.Test.Veh.Make","Model","Vehicle.Type","HorsePower","Cylinders","Tested.Transmission.Type.Code","Tested.Transmission.Type","Gears","Drive.System.Code","Weight","AxleRatio","Test.Procedure.Cd","Test.Procedure.Description","Test.Fuel.Type.Cd","Test.Fuel.Type.Description","FuelEcon"
"324","CHEVROLET","CAMARO","Car",335,"6","SA","Semi-Automatic","8","R",4000,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",23.2
"325","CHEVROLET","CAMARO","Car",335,"6","SA","Semi-Automatic","8","R",3750,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.2
"326","CHEVROLET","CAMARO","Both",335,"6","M","Manual","6","R",4000,3.27,"3","HWFE","61","Tier 2 Cert Gasoline",35.1
"327","CHEVROLET","CAMARO","Both",335,"6","M","Manual","6","R",3750,3.27,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.6
"328","CHEVROLET","CAMARO","Car",455,"8","M","Manual","6","R",4000,3.73,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.5
"329","CHEVROLET","CAMARO","Car",455,"8","SA","Semi-Automatic","8","R",4000,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.6
"330","CHEVROLET","CAMARO","Car",650,"8","SA","Semi-Automatic","10","R",4500,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",15.3
"331","CHEVROLET","CAMARO","Car",650,"8","SA","Semi-Automatic","10","R",4250,2.85,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",15.3
"332","CHEVROLET","CAMARO","Car",650,"8","M","Manual","6","R",4500,3.73,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",16.3
"333","CHEVROLET","CAMARO","Car",650,"8","M","Manual","6","R",4250,3.73,"3","HWFE","61","Tier 2 Cert Gasoline",27.2
"334","CHEVROLET","COLORADO 2WD","Truck",194,"4","M","Manual","6","R",4250,4.1,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.9
"335","CHEVROLET","COLORADO 2WD","Truck",194,"4","A","Automatic","6","R",4250,4.1,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",24.6
"336","CHEVROLET","COLORADO 2WD","Truck",308,"6","A","Automatic","8","R",4500,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",34.5
"337","CHEVROLET","COLORADO 4WD","Truck",194,"4","A","Automatic","6","R",4500,4.1,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",23
"338","CHEVROLET","COLORADO 4WD","Truck",308,"6","A","Automatic","8","R",4750,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",32.9
"339","CHEVROLET","COLORADO ZR2 4WD","Truck",181,"4","A","Automatic","6","R",5250,3.42,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur",20.5
"340","CHEVROLET","COLORADO ZR2 4WD","Truck",308,"6","A","Automatic","8","R",5000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",19.5
"341","CHEVROLET","CORVETTE","Car",450,"8","M","Manual","7","R",3625,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.9
"342","CHEVROLET","CORVETTE","Car",455,"8","SA","Semi-Automatic","8","R",3625,2.41,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",19.8
"343","CHEVROLET","CORVETTE","Car",650,"8","M","Manual","7","R",3875,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.3
"344","CHEVROLET","CORVETTE","Car",650,"8","SA","Semi-Automatic","8","R",3875,2.41,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",16.4
"345","CHEVROLET","CORVETTE","Car",455,"8","SA","Semi-Automatic","8","R",3875,2.73,"3","HWFE","61","Tier 2 Cert Gasoline",33.3
"346","CHEVROLET","CORVETTE","Car",455,"8","M","Manual","7","R",3750,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",31.7
"347","CHEVROLET","CORVETTE","Car",455,"8","M","Manual","7","R",3875,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",31.7
"348","CHEVROLET","CRUZE","Car",148,"4","M","Manual","6","F",3125,3.65,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",35.5
"349","CHEVROLET","CRUZE","Car",148,"4","SA","Semi-Automatic","6","F",3125,3.14,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",39.1
"350","CHEVROLET","CRUZE","Car",136,"4","M","Manual","6","F",3375,3.65,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",40
"351","CHEVROLET","CRUZE","Car",136,"4","A","Automatic","9","F",3500,3.17,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur",31.6
"352","CHEVROLET","EQUINOX","Truck",170,"4","A","Automatic","6","F",3625,3.5,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",33.3
"353","CHEVROLET","EQUINOX AWD","Truck",170,"4","A","Automatic","6","F",3750,3.87,"3","HWFE","61","Tier 2 Cert Gasoline",43
"354","CHEVROLET","EQUINOX AWD","Truck",170,"4","A","Automatic","6","F",3875,3.87,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",31.2
"355","CHEVROLET","EQUINOX AWD","Both",136,"4","A","Automatic","6","F",4000,2.89,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur",56.5
"356","CHEVROLET","EQUINOX AWD","Truck",252,"4","A","Automatic","9","F",4000,3.17,"90","US06","61","Tier 2 Cert Gasoline",26
"357","CHEVROLET","EQUINOX FWD","Both",136,"4","A","Automatic","6","F",3875,2.89,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",35.9
"358","CHEVROLET","EQUINOX FWD","Truck",252,"4","A","Automatic","9","F",3875,3.17,"90","US06","61","Tier 2 Cert Gasoline",27.5
"359","CHEVROLET","IMPALA","Car",196,"4","SA","Semi-Automatic","6","F",4000,3.23,"90","US06","61","Tier 2 Cert Gasoline",26.6
"360","CHEVROLET","IMPALA","Car",305,"6","SA","Semi-Automatic","6","F",4000,2.77,"3","HWFE","61","Tier 2 Cert Gasoline",39.4
"361","CHEVROLET","IMPALA","Car",305,"6","SA","Semi-Automatic","6","F",4000,2.77,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",23.2
"362","CHEVROLET","IMPALA","Car",305,"6","SA","Semi-Automatic","6","F",4000,2.77,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",17.2
"363","CHEVROLET","K15 SILVERADO 4WD","Truck",285,"6","A","Automatic","6","R",5500,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.7
"364","CHEVROLET","K15 SILVERADO 4WD","Truck",285,"6","A","Automatic","6","R",5500,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",14.4
"365","CHEVROLET","K15 SILVERADO 4WD","Truck",285,"6","A","Automatic","6","R",6000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.5
"366","CHEVROLET","K15 SILVERADO 4WD","Truck",285,"6","A","Automatic","6","R",6000,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",13.5
"367","CHEVROLET","K15 SILVERADO 4WD","Truck",345,"8","A","Automatic","8","R",6000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",20.3
"368","CHEVROLET","K15 SILVERADO 4WD","Truck",345,"8","A","Automatic","6","R",5250,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",31.1
"369","CHEVROLET","K15 SILVERADO 4WD","Truck",345,"8","A","Automatic","6","R",5250,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",14.2
"370","CHEVROLET","K1500 SUBURBAN 4WD","Truck",345,"8","A","Automatic","6","R",6500,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",17
"371","CHEVROLET","K1500 SUBURBAN 4WD","Truck",345,"8","A","Automatic","6","R",6500,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",13.1
"372","CHEVROLET","K1500 SUBURBAN 4WD","Truck",345,"8","A","Automatic","6","R",6500,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.7
"373","CHEVROLET","K1500 TAHOE 4WD","Truck",345,"8","A","Automatic","6","R",6000,3.42,"3","HWFE","61","Tier 2 Cert Gasoline",30.3
"374","CHEVROLET","K1500 TAHOE 4WD","Truck",345,"8","A","Automatic","6","R",6000,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",14
"375","CHEVROLET","MALIBU","Car",160,"4","A","Automatic","6","F",3375,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",35
"376","CHEVROLET","MALIBU","Car",122,"4","CVT","Continuously Variable","1","F",3625,2.64,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",68.3
"377","CHEVROLET","MALIBU","Car",122,"4","CVT","Continuously Variable","1","F",3625,2.64,"11","Cold CO","26","Cold CO Regular (Tier 2)",45
"378","CHEVROLET","MALIBU","Car",260,"4","A","Automatic","9","F",3625,2.89,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",28.6
"379","CHEVROLET","SONIC","Car",138,"4","SA","Semi-Automatic","6","F",3125,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",34.7
"380","CHEVROLET","SONIC","Car",138,"4","M","Manual","6","F",3125,3.65,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",36.7
"381","CHEVROLET","SONIC","Car",138,"4","SA","Semi-Automatic","6","F",3125,3.47,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",32.8
"382","CHEVROLET","SONIC","Car",138,"4","M","Manual","5","F",3125,3.94,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",33.1
"383","CHEVROLET","SONIC 5","Car",138,"4","SA","Semi-Automatic","6","F",3125,3.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31.5
"384","CHEVROLET","SPARK","Car",84,"4","CVT","Continuously Variable","1","F",2625,3.76,"90","US06","61","Tier 2 Cert Gasoline",34.6
"385","CHEVROLET","SPARK","Car",84,"4","M","Manual","5","F",2500,3.91,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",38.9
"386","CHEVROLET","TRAVERSE","Truck",262,"4","A","Automatic","9","F",4750,3.49,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",25.5
"387","CHEVROLET","TRAVERSE","Truck",305,"6","SA","Semi-Automatic","9","F",4500,3.49,"3","HWFE","61","Tier 2 Cert Gasoline",38.4
"388","CHEVROLET","TRAVERSE AWD","Truck",305,"6","SA","Semi-Automatic","9","F",5000,3.49,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",21.3
"389","CHEVROLET","TRAVERSE AWD","Truck",305,"6","SA","Semi-Automatic","9","F",4750,3.49,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.1
"390","CHEVROLET","TRAX","Car",138,"4","SA","Semi-Automatic","6","F",3375,3.53,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",32.9
"391","CHEVROLET","TRAX","Car",138,"4","SA","Semi-Automatic","6","F",3625,3.53,"3","HWFE","61","Tier 2 Cert Gasoline",43.7
"392","CHEVROLET","VOLT","Car",100,"4","CVT","Continuously Variable","1","F",3875,2.64,"3","HWFE","61","Tier 2 Cert Gasoline",61.2
"393","CHEVROLET","VOLT","Car",100,"4","CVT","Continuously Variable","1","F",3875,2.64,"11","Cold CO","26","Cold CO Regular (Tier 2)",38.5
"394","GMC","ACADIA AWD","Truck",193,"4","A","Automatic","6","F",4500,3.87,"90","US06","61","Tier 2 Cert Gasoline",22.4
"395","GMC","ACADIA AWD","Truck",310,"6","A","Automatic","6","F",4750,3.16,"3","HWFE","61","Tier 2 Cert Gasoline",34.8
"396","GMC","ACADIA FWD","Truck",310,"6","A","Automatic","6","F",4500,3.16,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",22.4
"397","GMC","CANYON 2WD","Truck",181,"4","A","Automatic","6","R",4750,3.42,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",27.6
"398","GMC","CANYON 4WD","Truck",181,"4","A","Automatic","6","R",5000,3.42,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",25
"399","GMC","CANYON 4WD","Truck",181,"4","A","Automatic","6","R",5250,3.42,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur",24.4
"400","GMC","CANYON CAB CHASSIS 2WD","Truck",308,"6","A","Automatic","8","R",5250,3.42,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.4
"401","GMC","K15 SIERRA 4WD","Truck",345,"8","A","Automatic","8","R",6000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.7
"402","GMC","K15 SIERRA 4WD","Truck",345,"8","A","Automatic","8","R",6000,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",19.5
"403","GMC","K15 SIERRA 4WD","Truck",345,"8","A","Automatic","6","R",5250,3.42,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",19.4
"404","GMC","K1500 YUKON XL 4WD","Truck",345,"8","A","Automatic","6","R",6500,3.42,"31","Federal fuel 3-day exhaust","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)",11.7
"405","GMC","K1500 YUKON XL 4WD","Truck",425,"8","A","Automatic","8","R",6500,3.23,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",18.4
"406","GMC","TERRAIN AWD","Truck",170,"4","A","Automatic","6","F",4000,3.47,"90","US06","61","Tier 2 Cert Gasoline",25.6
"407","GMC","TERRAIN FWD","Truck",170,"4","A","Automatic","9","F",3750,3.47,"3","HWFE","61","Tier 2 Cert Gasoline",44.2
"408","GMC","TERRAIN FWD","Truck",170,"4","A","Automatic","9","F",3875,3.47,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline",32
"409","ACURA","ILX","Car",202,"4","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","8","F",3375,3.94,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.5
"410","ACURA","RDX 2WD","Truck",279,"6","SA","Semi-Automatic","6","F",4000,4.25,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.9
"411","ACURA","RDX 4WD","Truck",279,"6","SA","Semi-Automatic","6","F",4250,4.25,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.8
"412","ACURA","TLX","Car",206,"4","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","8","F",3875,4.57,"3","HWFE","61","Tier 2 Cert Gasoline",47.9
"413","HONDA","CIVIC 2.0L","Car",158,"4","M","Manual","6","F",3000,4.1,"90","US06","61","Tier 2 Cert Gasoline",37
"414","HONDA","CIVIC 2.0L","Car",158,"4","M","Manual","6","F",3000,4.1,"11","Cold CO","26","Cold CO Regular (Tier 2)",31.3
"415","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3125,4.68,"95","SC03","61","Tier 2 Cert Gasoline",28
"416","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3125,4.68,"11","Cold CO","26","Cold CO Regular (Tier 2)",33.6
"417","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3000,4.68,"95","SC03","61","Tier 2 Cert Gasoline",29.6
"418","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3000,4.68,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.1
"419","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3125,4.68,"90","US06","61","Tier 2 Cert Gasoline",35.1
"420","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3125,4.68,"11","Cold CO","26","Cold CO Regular (Tier 2)",33.4
"421","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3000,4.68,"95","SC03","61","Tier 2 Cert Gasoline",28.9
"422","HONDA","CIVIC 2.0L","Car",158,"4","CVT","Continuously Variable","1","F",3000,4.68,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.5
"423","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","M","Manual","6","F",3125,4.1,"90","US06","61","Tier 2 Cert Gasoline",37.7
"424","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","M","Manual","6","F",3125,4.1,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.9
"425","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"90","US06","61","Tier 2 Cert Gasoline",36.8
"426","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.9
"427","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.6
"428","HONDA","CIVIC 2DR COUPE 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"90","US06","61","Tier 2 Cert Gasoline",36.8
"429","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","M","Manual","6","F",3125,4.1,"90","US06","61","Tier 2 Cert Gasoline",39.1
"430","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","M","Manual","6","F",3125,4.1,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.7
"431","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"90","US06","61","Tier 2 Cert Gasoline",38.7
"432","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"11","Cold CO","26","Cold CO Regular (Tier 2)",35.6
"433","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"90","US06","61","Tier 2 Cert Gasoline",37.9
"434","HONDA","CIVIC 4DR SEDAN 1.5L","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"11","Cold CO","26","Cold CO Regular (Tier 2)",34.7
"435","HONDA","CIVIC 4DR SEDAN 2.0L","Car",153,"4","CVT","Continuously Variable","1","F",3125,4.68,"90","US06","61","Tier 2 Cert Gasoline",36
"436","HONDA","CIVIC 4DR SEDAN 2.0L","Car",153,"4","CVT","Continuously Variable","1","F",3125,4.68,"11","Cold CO","26","Cold CO Regular (Tier 2)",33.4
"437","HONDA","CIVIC 4DR SEDAN 2.0L","Car",153,"4","CVT","Continuously Variable","1","F",3000,4.68,"90","US06","61","Tier 2 Cert Gasoline",36.9
"438","HONDA","CIVIC 5DR","Car",180,"4","M","Manual","6","F",3125,4.1,"90","US06","61","Tier 2 Cert Gasoline",35.6
"439","HONDA","CIVIC 5DR","Car",180,"4","M","Manual","6","F",3125,4.1,"11","Cold CO","26","Cold CO Regular (Tier 2)",32.9
"440","HONDA","CIVIC 5DR","Car",174,"4","CVT","Continuously Variable","1","F",3250,4.81,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",40.6
"441","HONDA","CIVIC 5DR","Car",180,"4","SCV","Selectable Continuously Variable (e.g. CVT with paddles)","7","F",3250,4.81,"90","US06","61","Tier 2 Cert Gasoline",33.4
"442","HONDA","CIVIC 5DR","Car",180,"4","SCV","Selectable Continuously Variable (e.g. CVT with paddles)","7","F",3250,4.81,"11","Cold CO","26","Cold CO Regular (Tier 2)",32.6
"443","HONDA","CIVIC 5DR Type-R","Car",306,"4","M","Manual","6","F",3375,4.11,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27
"444","HONDA","CIVIC 5DR Type-R","Car",306,"4","M","Manual","6","F",3375,4.11,"11","Cold CO","26","Cold CO Regular (Tier 2)",24.8
"445","HONDA","CIVIC Si","Car",205,"4","M","Manual","6","F",3250,4.11,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36.5
"446","HONDA","FIT","Car",128,"4","SCV","Selectable Continuously Variable (e.g. CVT with paddles)","7","F",3000,5.44,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",40.7
"447","HONDA","FIT","Car",128,"4","CVT","Continuously Variable","1","F",2875,5.44,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",43.7
"448","HONDA","FIT","Car",130,"4","M","Manual","6","F",2875,4.62,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.6
"449","HONDA","FIT EX","Car",128,"4","M","Manual","6","F",2875,4.62,"3","HWFE","61","Tier 2 Cert Gasoline",51.9
"450","HONDA","FIT LX","Car",128,"4","M","Manual","6","F",2875,4.62,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",38.2
"451","HONDA","HR-V 2WD","Car",138,"4","M","Manual","6","F",3250,4.71,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",32.4
"452","HONDA","HR-V 2WD","Car",138,"4","SCV","Selectable Continuously Variable (e.g. CVT with paddles)","7","F",3250,5.44,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.1
"453","HONDA","HR-V 4WD","Car",138,"4","SCV","Selectable Continuously Variable (e.g. CVT with paddles)","7","F",3375,5.44,"3","HWFE","61","Tier 2 Cert Gasoline",45.7
"454","HONDA","MDX AWD","Car",290,"6","SA","Semi-Automatic","9","F",4500,4.33,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.4
"455","HONDA","MDX FWD","Car",290,"6","SA","Semi-Automatic","9","F",4500,4.33,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"456","HONDA","MDX FWD","Car",290,"6","SA","Semi-Automatic","9","F",4250,4.33,"3","HWFE","61","Tier 2 Cert Gasoline",41
"457","HONDA","ODYSSEY","Truck",280,"6","SA","Semi-Automatic","9","F",4750,4.33,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.5
"458","HONDA","ODYSSEY FWD","Truck",280,"6","SA","Semi-Automatic","10","F",5000,3.61,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.2
"459","HONDA","ODYSSEY FWD","Truck",280,"6","SA","Semi-Automatic","10","F",4750,3.61,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"460","HONDA","RIDGELINE AWD","Truck",280,"6","A","Automatic","6","F",4750,4.25,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.1
"461","HONDA","RIDGELINE FWD","Truck",280,"6","A","Automatic","6","F",4500,4.25,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",23.5
"462","HONDA","TLX V6 AWD","Car",290,"6","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","9","F",4250,3.52,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"463","HONDA","TLX V6 AWD","Car",290,"6","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","9","F",4000,3.52,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.9
"464","HONDA","TLX V6 FWD","Car",290,"6","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","9","F",4000,3.52,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",24.8
"465","HONDA","TLX V6 FWD","Car",290,"6","AMS","Automated Manual- Selectable (e.g. Automated Manual with paddles)","9","F",3875,3.52,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",25.5
"466","Hyundai","Elantra","Car",128,"4","AM","Automated Manual","7","F",3125,3.14,"90","US06","61","Tier 2 Cert Gasoline",35.7
"467","Hyundai","Elantra","Car",128,"4","AM","Automated Manual","7","F",3125,3.14,"11","Cold CO","26","Cold CO Regular (Tier 2)",36.1
"468","Hyundai","Elantra","Car",147,"4","SA","Semi-Automatic","6","F",3250,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",34.8
"469","Hyundai","Elantra","Car",147,"4","SA","Semi-Automatic","6","F",3125,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",34.9
"470","Hyundai","Elantra","Car",147,"4","SA","Semi-Automatic","6","F",3250,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",36
"471","Hyundai","Elantra","Car",147,"4","SA","Semi-Automatic","6","F",3125,3.06,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",37.5
"472","Hyundai","Elantra","Car",147,"4","M","Manual","6","F",3125,4.33,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",33.4
"473","Hyundai","Elantra","Car",201,"4","AM","Automated Manual","7","F",3375,3.61,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",33.2
"474","Hyundai","Elantra","Car",201,"4","AM","Automated Manual","7","F",3375,3.61,"11","Cold CO","26","Cold CO Regular (Tier 2)",29.1
"475","Hyundai","Elantra","Car",201,"4","M","Manual","6","F",3375,4.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",28
"476","Hyundai","Elantra GT","Car",161,"4","SA","Semi-Automatic","6","F",3250,3.27,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",31.2
"477","Hyundai","Elantra GT","Car",161,"4","M","Manual","6","F",3250,4.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",30.1
"478","Hyundai","Elantra GT","Car",201,"4","AM","Automated Manual","7","F",3375,3.61,"3","HWFE","61","Tier 2 Cert Gasoline",45.8
"479","Hyundai","Elantra GT","Car",201,"4","M","Manual","6","F",3375,4.47,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",27.9
"480","Hyundai","G80","Car",365,"6","SA","Semi-Automatic","8","R",4750,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.7
"481","Hyundai","G80","Car",365,"6","SA","Semi-Automatic","8","R",5000,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",21.3
"482","HYUNDAI","G80","Car",311,"6","SA","Semi-Automatic","8","R",4750,3.91,"3","HWFE","61","Tier 2 Cert Gasoline",34.5
"483","HYUNDAI","G80","Car",311,"6","SA","Semi-Automatic","8","R",4500,3.54,"3","HWFE","61","Tier 2 Cert Gasoline",37.6
"484","HYUNDAI","G80","Car",420,"8","SA","Semi-Automatic","8","R",5000,3.54,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline",18.7
